number,liczby_nut,liczby_parti,dlugosci_utworow,metrum,liczby_uzytych_metrum,liczby_uzytych_tonacji,najwyzsze_dzwieki,najnizsze_dzwieki,dokladnosci_tonacji,rozstawy_dzwiekow,pauzy
0,587,5,360.0,4/2,1,1,79,48,0.8763229716536952,19,74
1,627,5,376.0,4/2,1,1,79,48,0.8447359886339451,19,87
2,513,5,288.0,4/2,1,1,79,48,0.8658418020983609,19,51
3,1065,8,400.0,4/2,1,1,79,46,0.9046599467791747,20,183
4,373,4,256.0,4/2,1,1,79,48,0.9287049226540067,19,34
5,742,8,336.0,4/2,1,1,79,48,0.8530384105802566,19,199
6,600,5,352.0,4/2,1,1,74,45,0.9184358957790987,18,71
7,545,5,352.0,4/2,1,1,74,43,0.9202086755622657,19,65
8,525,5,320.0,4/2,1,1,79,48,0.8790520987857926,19,64
9,464,4,352.0,4/2,1,1,69,48,0.9411587490105512,13,48
10,709,6,352.0,4/2,1,1,76,43,0.8915728834425327,20,108
11,579,5,336.0,4/2,1,1,74,41,0.8966284654644898,20,64
12,503,5,312.0,4/2,1,1,74,41,0.877411876268498,20,59
13,642,5,384.0,4/2,1,1,72,45,0.913941853927228,17,81
14,504,5,288.0,4/2,1,1,72,41,0.9099722789003872,19,63
15,616,5,344.0,4/2,1,1,74,41,0.9248376043060468,20,73
16,583,5,336.0,4/2,1,1,77,46,0.8802747519641164,19,65
17,573,5,320.0,4/2,1,1,79,48,0.8738698520032869,19,74
18,533,5,296.0,4/2,1,1,77,46,0.9138734492507069,19,58
19,628,5,368.0,4/2,1,1,79,47,0.9199590970694673,20,70
20,925,6,480.0,4/2,1,1,79,48,0.8556388929640547,19,145
21,379,5,272.0,4/2,1,1,74,43,0.8382083857477767,19,38
22,278,4,180.0,2/2,1,1,76,50,0.920126109760195,16,28
23,328,4,224.0,4/2,1,1,76,47,0.9080894909614411,18,27
24,523,5,312.0,4/2,1,1,77,48,0.9085360171145968,18,71
25,586,5,344.0,4/2,1,1,74,45,0.8833476671943167,18,76
26,741,6,344.0,4/2,1,1,79,46,0.930397951922833,20,105
27,364,5,216.0,4/2,1,1,79,48,0.907793448415422,19,44
28,219,5,102.0,3/2,1,1,77,48,0.9387131398095157,18,27
29,890,6,464.0,4/2,1,1,79,50,0.9206622951351909,18,103
30,811,6,392.0,4/2,1,1,79,48,0.8688164951467335,19,114
31,595,5,344.0,4/2,1,1,79,48,0.9098553809338633,19,81
32,981,8,392.0,4/2,1,1,79,45,0.9034002692619749,21,155
33,480,5,304.0,4/2,1,1,79,48,0.9382617064162388,19,54
34,668,6,344.0,4/2,1,1,79,48,0.8894637463410542,19,74
35,556,6,228.0,3/2,1,1,74,43,0.902565450215159,19,150
36,206,6,96.0,4/2,1,1,74,43,0.843098634664287,19,7
37,752,5,456.0,4/2,1,1,77,46,0.9044153371252811,19,91
38,896,8,288.0,3/2,1,1,79,46,0.8601188213666434,20,326
39,90,8,48.0,4/2,1,1,79,46,0.8543069694332188,20,3
40,585,5,368.0,4/2,1,1,77,45,0.9104134340535427,20,64
41,674,6,368.0,4/2,1,1,79,45,0.9087951021953454,21,68
42,663,5,384.0,4/2,1,1,74,45,0.8774920974833414,18,60
43,695,5,376.0,4/2,1,1,77,46,0.9575114898765978,19,84
44,425,5,240.0,4/2,1,1,79,48,0.9090627257685591,19,49
45,246,5,132.0,3/2,1,1,79,48,0.8867958731466165,19,26
46,730,6,360.0,4/2,1,1,79,48,0.8825852842353012,19,129
47,790,6,344.0,4/2,1,1,79,46,0.9060343998898455,20,91
48,540,5,296.0,4/2,1,1,79,50,0.8809186243541747,18,53
49,742,6,344.0,4/2,1,1,79,45,0.8875121967835945,21,66
50,760,5,440.0,4/2,1,1,76,48,0.8605515075103712,17,103
51,501,5,288.0,4/2,1,1,74,43,0.8798887332086538,19,55
52,770,6,392.0,4/2,1,1,79,48,0.879258308355229,19,105
53,792,6,416.0,4/2,1,1,79,50,0.8311110217139622,18,124
54,765,6,416.0,4/2,1,1,74,40,0.9282121610507382,21,112
55,825,7,424.0,4/2,1,1,74,45,0.8912775461830228,18,149
56,516,5,288.0,4/2,1,1,79,48,0.8764406082290644,19,52
57,604,6,296.0,4/2,1,1,77,45,0.8565027099952076,20,95
58,675,5,384.0,4/2,1,1,77,48,0.889731715671922,18,75
59,299,5,216.0,4/2,1,1,74,43,0.867829303976429,19,32
60,610,5,304.0,4/2,1,1,74,45,0.9196781385288845,18,56
61,665,5,344.0,4/2,1,1,79,48,0.931816314870303,19,82
62,717,6,344.0,4/2,1,1,74,45,0.8737817496059596,18,95
63,563,5,304.0,4/2,1,1,76,48,0.8962017743019747,17,60
64,766,6,368.0,4/2,1,1,79,45,0.9262022839953309,21,105
65,721,6,368.0,4/2,1,1,79,46,0.906395659674043,20,82
66,659,5,352.0,4/2,1,1,72,41,0.9447087306768391,19,72
67,851,6,440.0,4/2,1,1,74,43,0.9088817645596609,19,109
68,710,6,352.0,4/2,1,1,79,46,0.915589861566854,20,82
69,568,5,328.0,4/2,1,1,79,46,0.9255866118815254,20,65
70,984,6,488.0,4/2,1,1,79,46,0.8983371874664531,20,138
71,577,5,352.0,4/2,1,1,74,45,0.9284915620177128,18,70
72,760,6,320.0,4/2,1,1,74,43,0.9068532718232472,19,89
73,519,5,304.0,4/2,1,1,77,45,0.8957459612189835,20,74
74,646,5,416.0,4/2,1,1,79,48,0.8792544799358631,19,70
75,791,6,392.0,4/2,1,1,79,45,0.8795248976573802,21,95
76,655,6,352.0,4/2,1,1,79,48,0.8729897991186711,19,75
77,708,6,368.0,4/2,1,1,79,48,0.9092054162141818,19,93
78,891,7,480.0,4/2,1,1,79,45,0.9318275959739877,21,99
79,1112,7,496.0,4/2,1,1,79,43,0.9066224735868257,22,147
80,674,6,344.0,4/2,1,1,75,46,0.9052598769757989,18,91
81,674,6,344.0,4/2,1,1,75,46,0.9052598769757989,18,91
82,667,6,304.0,4/2,1,1,79,45,0.8728314600768075,21,88
83,655,6,296.0,4/2,1,1,79,46,0.8982579019319972,20,79
84,772,5,496.0,4/2,1,1,79,48,0.8425090163911302,19,118
85,583,5,376.0,4/2,1,1,79,46,0.9397990690665062,20,67
86,533,5,328.0,4/2,1,1,79,48,0.95419277622353,19,57
87,646,5,360.0,4/2,1,1,79,50,0.9073461950776424,18,78
88,645,6,328.0,4/2,1,1,79,48,0.9448964960989547,19,107
89,575,5,360.0,4/2,1,1,72,41,0.9437926520613824,19,59
90,849,6,424.0,4/2,1,1,79,45,0.9137009859142006,21,110
91,456,5,256.0,4/2,1,1,74,43,0.8772807821645765,19,49
92,602,5,332.0,4/2,1,1,77,46,0.9198167200155395,19,65
93,744,6,424.0,4/2,1,1,74,43,0.9189370517800755,19,99
94,320,5,184.0,4/2,1,1,76,43,0.8760217251713773,20,31
95,157,5,72.0,3/2,1,1,76,45,0.8768951753036637,19,31
96,122,5,72.0,4/2,1,1,74,43,0.7692184922460964,19,3
97,947,8,392.0,4/2,1,1,74,41,0.9313163828401505,20,199
98,784,6,432.0,4/2,1,1,79,45,0.8393113388891298,21,84
99,527,5,292.0,4/2,1,1,74,41,0.9008674082963859,20,45
100,625,6,312.0,4/2,1,1,79,46,0.8852390174415653,20,80
101,687,5,384.0,4/2,1,1,77,50,0.8456842334851893,17,85
102,583,5,320.0,4/2,1,1,79,48,0.9060128782890718,19,71
103,731,6,352.0,4/2,1,1,74,43,0.9498727607678171,19,95
104,759,5,400.0,4/2,1,1,77,46,0.8889991379368116,19,99
105,551,5,280.0,4/2,1,1,77,45,0.9179956462402069,20,55
106,728,6,312.0,3/2,1,1,76,43,0.8778872544524048,20,163
107,525,6,312.0,4/2,1,1,79,46,0.8391175269245701,20,71
108,625,5,352.0,4/2,1,1,77,50,0.8653169248559889,17,78
109,1020,7,432.0,4/2,1,1,79,48,0.9239409621101687,19,140
110,587,5,344.0,4/2,1,1,79,48,0.9038457898486483,19,69
111,353,4,248.0,4/2,1,1,77,48,0.8627320006522672,18,43
112,423,4,280.0,4/2,1,1,74,45,0.9186607615674118,18,40
113,603,6,288.0,4/2,1,1,79,46,0.9108507739372038,20,78
114,517,5,288.0,4/2,1,1,79,48,0.9506567177313284,19,62
115,663,5,392.0,4/2,1,1,77,50,0.8177746077918716,17,63
116,623,6,312.0,4/2,1,1,79,47,0.9328100128411306,20,77
117,367,4,280.0,4/2,1,1,79,48,0.9084184309007725,19,45
118,889,7,392.0,4/2,1,1,79,45,0.9043027758217335,21,124
119,443,4,304.0,4/2,1,1,79,48,0.9038810482113873,19,24
120,629,5,368.0,4/2,1,1,79,48,0.9171766269902248,19,79
121,431,4,336.0,4/2,1,1,79,46,0.9024504763237691,20,38
122,826,6,440.0,4/2,1,1,74,41,0.8911839480252699,20,115
123,518,4,376.0,4/2,1,1,77,46,0.9500370013528424,19,51
124,627,6,344.0,4/2,1,1,79,45,0.9239403931700271,21,68
125,910,8,392.0,4/2,1,1,79,46,0.8595406014867383,20,159
126,546,4,368.0,4/2,1,1,72,45,0.9009292459230157,17,49
127,472,4,320.0,4/2,1,1,79,48,0.9188879099086258,19,49
128,477,4,312.0,4/2,1,1,79,48,0.8592860522241557,19,34
129,594,5,328.0,4/2,1,1,79,48,0.90271226151445,19,68
130,615,6,312.0,4/2,1,1,77,46,0.9326822876807223,19,81
131,387,4,280.0,4/2,1,1,77,48,0.967456512445039,18,35
132,709,6,328.0,4/2,1,1,79,48,0.9064744417857918,19,88
133,506,4,384.0,4/2,1,1,76,48,0.86259254782325,17,49
134,475,4,320.0,4/2,1,1,74,43,0.9260407803007518,19,35
135,716,5,384.0,4/2,1,1,79,49,0.8249023831636774,19,79
136,585,4,408.0,4/2,1,1,77,48,0.9205306501261371,18,46
137,668,6,344.0,4/2,1,1,74,45,0.9045003786232996,18,98
138,544,4,360.0,4/2,1,1,74,45,0.9360913283326112,18,45
139,403,4,272.0,4/2,1,1,77,48,0.9133651301754904,18,36
140,489,5,288.0,4/2,1,1,77,48,0.8836479622087469,18,50
141,452,4,296.0,4/2,1,1,79,46,0.8385769902124237,20,52
142,389,5,272.0,4/2,1,1,72,43,0.8229261941819529,18,45
143,538,5,280.0,4/2,1,1,74,45,0.9535292655873986,18,52
144,458,4,288.0,4/2,1,1,79,48,0.8940795310162322,19,43
145,584,5,320.0,4/2,1,1,74,45,0.8847666323675918,18,74
146,472,4,288.0,4/2,1,1,76,48,0.9226552401362075,17,37
147,646,6,336.0,4/2,1,1,79,46,0.9259573362187306,20,108
148,635,5,360.0,4/2,1,1,79,46,0.922811971224737,20,83
149,452,4,312.0,4/2,1,1,74,41,0.8807577865550149,20,51
150,599,5,352.0,4/2,1,1,74,43,0.8670341655476057,19,58
151,536,5,296.0,4/2,1,1,79,46,0.9611422953520069,20,51
152,590,6,304.0,4/2,1,1,79,47,0.9113163054864403,20,98
153,534,5,320.0,4/2,1,1,77,46,0.9431313885590239,19,67
154,729,5,416.0,4/2,1,1,79,46,0.8858590020976294,20,76
155,382,4,272.0,4/2,1,1,72,45,0.925578815753198,17,33
156,493,6,256.0,4/2,1,1,74,41,0.816273758164926,20,57
157,479,5,304.0,4/2,1,1,79,48,0.8844774522962052,19,63
158,591,4,424.0,4/2,1,1,79,48,0.8772673492627151,19,60
159,582,5,352.0,4/2,1,1,77,46,0.9421653682313899,19,70
160,538,6,296.0,4/2,1,1,79,48,0.9221980000555637,19,90
161,780,6,376.0,4/2,1,1,79,48,0.9409587428840266,19,101
162,1071,6,536.0,4/2,1,1,79,48,0.9296911123522531,19,127
163,734,6,384.0,4/2,1,1,79,45,0.9185003827304061,21,98
164,603,5,376.0,4/2,1,1,77,46,0.8708461519292268,19,64
165,603,5,376.0,4/2,1,1,77,46,0.8708461519292268,19,64
166,539,5,296.0,4/2,1,1,79,45,0.8387685820495402,21,58
167,563,6,280.0,4/2,1,1,77,46,0.8582728092861683,19,86
168,620,4,424.0,4/2,1,1,77,48,0.879629319401293,18,72
169,434,4,328.0,4/2,1,1,79,45,0.9403216894485443,21,49
170,474,4,336.0,4/2,1,1,79,46,0.9690923453591976,20,47
171,585,4,352.0,4/2,1,1,79,49,0.8862981986481883,19,44
172,629,6,288.0,4/2,1,1,79,48,0.876251034855373,19,93
173,593,4,384.0,4/2,1,1,72,41,0.9324592613741489,19,51
174,550,4,344.0,4/2,1,1,79,46,0.9008010180958269,20,50
175,281,4,224.0,4/2,1,1,74,43,0.8797597732803489,19,33
176,434,4,296.0,4/2,1,1,79,48,0.9119646504787805,19,34
177,457,4,312.0,4/2,1,1,72,43,0.8943025829687338,18,47
178,444,4,288.0,4/2,1,1,74,43,0.8442577733172092,19,41
179,719,8,312.0,4/2,1,1,74,41,0.9090001253316522,20,160
180,595,5,392.0,4/2,1,1,79,48,0.8512538975271489,19,80
181,366,4,256.0,4/2,1,1,72,43,0.8278446029567278,18,36
182,618,6,296.0,4/2,1,1,79,46,0.9061475523016358,20,77
183,582,5,328.0,4/2,1,1,79,48,0.8786227325967612,19,67
184,562,5,320.0,4/2,1,1,79,47,0.9255829972824152,20,56
185,627,5,360.0,4/2,1,1,74,43,0.8609609117616537,19,59
186,575,4,396.0,4/2,1,1,77,46,0.9151712359983286,19,75
187,470,5,272.0,4/2,1,1,79,46,0.8756226928983334,20,52
188,781,6,364.0,4/2,1,1,76,43,0.8879651357724392,20,86
189,487,5,304.0,4/2,1,1,79,46,0.9344652676156573,20,54
190,479,4,296.0,4/2,1,1,77,50,0.8956533918363518,17,47
191,872,6,432.0,4/2,1,1,79,48,0.9313839183573215,19,93
192,420,4,280.0,4/2,1,1,79,48,0.8763084099910892,19,33
193,223,3,160.0,4/2,1,1,79,53,0.8700977253294927,16,24
194,316,3,248.0,4/2,1,1,74,53,0.8862606682508942,13,23
195,192,4,136.0,4/2,1,1,70,46,0.8146919499064639,15,22
196,516,4,308.0,4/2,1,1,79,53,0.9680978777393202,16,36
197,422,4,264.0,4/2,1,1,79,55,0.9331755699348122,15,38
198,248,5,114.0,3/2,1,1,77,48,0.9127097762596743,18,50
199,488,4,352.0,4/2,1,1,79,50,0.9235348736698601,18,41
200,465,4,280.0,4/2,1,1,79,52,0.8898626627931966,17,44
201,418,6,174.0,3/2,1,1,79,48,0.8690513204482135,19,114
202,507,4,320.0,4/2,1,1,72,48,0.8830176137566692,15,48
203,511,4,344.0,4/2,1,1,79,53,0.9164009387905088,16,52
204,330,3,264.0,4/2,1,1,79,55,0.9230381405536843,15,23
205,274,4,168.0,3/2,1,1,79,48,0.9604234816321046,19,57
206,597,4,336.0,4/2,1,1,79,53,0.9350551462050796,16,56
207,347,5,200.0,4/2,1,1,79,48,0.9399111360739237,19,27
208,706,5,392.0,4/2,1,1,74,48,0.8712206177020072,16,78
209,409,3,304.0,4/2,1,1,77,53,0.9390874879093765,15,28
210,95,4,96.0,4/2,1,1,79,46,0.9150070637060403,20,1
211,828,8,344.0,4/2,1,1,79,46,0.9114672300382562,20,176
212,417,4,296.0,4/2,1,1,79,55,0.8569002313721459,15,50
213,304,5,144.0,3/2,1,1,79,48,0.8587549697297784,19,50
214,366,4,232.0,4/2,1,1,79,55,0.8609040731134932,15,38
215,211,5,120.0,4/2,1,1,79,48,0.8324121038195366,19,25
216,324,4,208.0,4/2,1,1,79,48,0.9033743518246043,19,39
217,170,5,104.0,4/2,1,1,79,48,0.8364711013172806,19,10
218,550,4,316.0,4/2,1,1,79,48,0.9196828592504142,19,44
219,409,4,256.0,4/2,1,1,79,48,0.8743938324915925,19,31
220,360,3,296.0,4/2,1,1,72,45,0.9027235819526254,17,26
221,169,4,120.0,4/2,1,1,72,45,0.8137458861687185,17,5
222,339,3,260.0,4/2,1,1,79,57,0.8917581144165998,14,21
223,228,4,126.0,3/2,1,1,77,48,0.936011635854678,18,26
224,459,4,304.0,4/2,1,1,79,53,0.9204804589405374,16,43
225,304,4,204.0,4/2,1,1,79,48,0.892020815665962,19,30
226,477,4,280.0,4/2,1,1,79,48,0.9465347063106015,19,58
227,378,5,208.0,4/2,1,1,79,48,0.8342531782600954,19,37
228,697,6,312.0,4/2,1,1,79,46,0.92295059834942,20,103
229,478,4,292.0,4/2,1,1,79,53,0.8680541854486554,16,40
230,509,8,208.0,4/2,1,1,79,46,0.8667921561698346,20,77
231,469,3,384.0,4/2,1,1,77,55,0.907381879792513,14,41
232,471,4,282.0,3/2,1,1,77,50,0.9094631249224234,17,53
233,449,3,360.0,4/2,1,1,77,55,0.890882460831229,14,35
234,481,4,288.0,3/2,1,1,79,48,0.8593794049927523,19,67
235,326,3,248.0,4/2,1,1,67,43,0.9504621155953238,15,17
236,168,4,112.0,4/2,1,1,75,43,0.9539038817277274,20,14
237,492,4,292.0,4/2,1,1,79,50,0.8888126878053336,18,42
238,243,3,208.0,4/2,1,1,74,48,0.9214975594285877,16,21
239,141,4,80.0,4/2,1,1,77,50,0.8476938970783052,17,5
240,628,8,304.0,4/2,1,1,79,48,0.9229756941572084,19,194
241,302,8,102.0,3/2,1,1,79,48,0.86134434103329,19,92
242,458,4,312.0,4/2,1,1,74,52,0.884548212214343,14,50
243,378,4,256.0,4/2,1,1,72,45,0.9301501201583516,17,39
244,235,5,144.0,4/2,1,1,72,45,0.8406935426896577,17,37
245,273,4,192.0,4/2,1,1,74,48,0.8950401180243326,16,18
246,254,5,160.0,4/2,1,1,71,43,0.8977505304116776,17,31
247,606,4,408.0,4/2,1,1,72,45,0.8886162342335026,17,47
248,310,3,240.0,4/2,1,1,77,53,0.9199283198378754,15,31
249,173,4,112.0,4/2,1,1,79,50,0.8244455333632759,18,21
250,486,4,304.0,4/2,1,1,79,53,0.9294338961645614,16,45
251,339,5,200.0,4/2,1,1,77,48,0.8880046792786229,18,48
252,290,3,232.0,4/2,1,1,77,58,0.8320149574398481,12,22
253,419,4,228.0,3/2,1,1,77,48,0.8773862844553642,18,57
254,400,5,272.0,4/2,1,1,72,41,0.9023300315077744,19,41
255,470,4,312.0,4/2,1,1,74,45,0.9381467022342549,18,48
256,293,5,160.0,4/2,1,1,74,45,0.9015430989928288,18,32
257,452,4,280.0,4/2,1,1,79,53,0.8864144197290451,16,50
258,252,4,168.0,4/2,1,1,77,48,0.837385675404819,18,16
259,515,4,320.0,4/2,1,1,74,50,0.8927121860526176,15,48
260,181,5,90.0,3/2,1,1,74,45,0.7883696889433949,18,25
261,419,4,272.0,4/2,1,1,69,48,0.8606359728959821,13,54
262,182,4,120.0,4/2,1,1,74,48,0.9162712372668459,16,21
263,442,4,272.0,4/2,1,1,77,53,0.9215123709852449,15,39
264,275,6,136.0,4/2,1,1,79,46,0.8759340898237924,20,29
265,451,4,304.0,4/2,1,1,70,46,0.8969205761783161,15,46
266,309,5,150.0,3/2,1,1,77,46,0.9448140953959271,19,52
267,384,4,248.0,4/2,1,1,74,48,0.943897917439916,16,39
268,166,4,112.0,4/2,1,1,72,41,0.9120514923698394,19,17
269,469,3,352.0,4/2,1,1,74,48,0.8937661083489871,16,31
270,485,4,296.0,4/2,1,1,79,46,0.9314841928731837,20,41
271,279,5,152.0,4/2,1,1,77,48,0.8425133091985664,18,22
272,516,4,308.0,4/2,1,1,79,55,0.9099771341671884,15,48
273,398,4,264.0,4/2,1,1,79,46,0.9099826711993781,20,33
274,497,4,344.0,4/2,1,1,79,54,0.9115628405259293,16,44
275,432,4,288.0,4/2,1,1,69,45,0.8993801185652672,15,46
276,454,4,304.0,4/2,1,1,79,53,0.876770324346558,16,43
277,303,5,152.0,4/2,1,1,79,48,0.8669954930340295,19,31
278,396,4,256.0,4/2,1,1,74,48,0.9018750860513107,16,45
279,305,6,136.0,4/2,1,1,74,43,0.8408999795367333,19,33
280,379,4,248.0,4/2,1,1,79,48,0.8813556070522826,19,41
281,362,5,200.0,4/2,1,1,77,48,0.8983764647506647,18,47
282,286,3,264.0,4/2,1,1,69,48,0.9661331504636617,13,22
283,224,4,144.0,3/2,1,1,69,48,0.9316021517042752,13,21
284,400,3,328.0,4/2,1,1,77,55,0.8277789222413834,14,38
285,519,4,328.0,4/2,1,1,74,48,0.9302818116700189,16,42
286,539,4,320.0,4/2,1,1,79,55,0.8342735020410958,15,52
287,271,5,160.0,4/2,1,1,77,46,0.9299005961784358,19,28
288,668,6,336.0,4/2,1,1,79,48,0.9153387577842904,19,124
289,509,4,320.0,4/2,1,1,79,55,0.9067640912032294,15,38
290,243,6,128.0,4/2,1,1,79,48,0.8139965056288605,19,38
291,549,4,384.0,4/2,1,1,76,48,0.887901891208703,17,51
292,422,4,296.0,4/2,1,1,79,53,0.9036897710343494,16,40
293,609,6,352.0,4/2,1,1,79,48,0.8975758340256896,19,61
294,443,4,288.0,4/2,1,1,79,53,0.9303442589550643,16,43
295,443,4,288.0,4/2,1,1,79,53,0.9303442589550643,16,43
296,487,4,312.0,4/2,1,1,79,53,0.8936198073387739,16,54
297,290,5,144.0,4/2,1,1,77,45,0.8511725367466835,20,28
298,505,4,288.0,4/2,1,1,72,50,0.8957630954521342,14,51
299,457,3,352.0,4/2,1,1,77,48,0.8725774979359272,18,33
300,451,4,288.0,4/2,1,1,77,48,0.9179223668409625,18,27
301,448,4,312.0,4/2,1,1,69,43,0.8417973963851764,16,56
302,329,3,248.0,4/2,1,1,74,48,0.9139815204929916,16,21
303,166,4,102.0,3/2,1,1,72,45,0.8390067443757588,17,11
304,401,4,288.0,4/2,1,1,72,46,0.865714766071619,16,33
305,106,4,104.0,4/2,1,1,72,47,0.7813152872040212,16,5
306,278,3,248.0,4/2,1,1,79,53,0.9008940960485583,16,19
307,283,4,174.0,3/2,1,1,79,48,0.8488987768745294,19,41
308,350,4,240.0,4/2,1,1,74,48,0.9661591420096627,16,37
309,276,5,130.0,3/2,1,1,74,41,0.8867209315083646,20,40
310,341,4,232.0,4/2,1,1,74,48,0.9018773405096283,16,34
311,345,5,188.0,4/2,1,1,74,41,0.8985942439978507,20,45
312,407,3,304.0,4/2,1,1,77,50,0.9273741739123791,17,27
313,220,4,136.0,4/2,1,1,79,48,0.9062512312219687,19,24
314,556,4,336.0,4/2,1,1,79,55,0.9342424777753252,15,58
315,417,4,296.0,4/2,1,1,72,41,0.9203472854324697,19,47
316,457,3,336.0,4/2,1,1,79,55,0.956421549530104,15,26
317,282,3,232.0,4/2,1,1,67,43,0.8833350457065962,15,20
318,133,4,96.0,4/2,1,1,72,43,0.9211494520845496,18,13
319,371,4,248.0,4/2,1,1,72,48,0.9105656755897624,15,35
320,275,3,200.0,4/2,1,1,74,48,0.925354088880962,16,13
321,305,4,180.0,3/2,1,1,72,43,0.9225138433037148,18,29
322,347,3,272.0,4/2,1,1,76,55,0.8526566775646479,13,22
323,313,4,192.0,3/2,1,1,76,43,0.8908402180582331,20,33
324,869,8,408.0,4/2,1,1,74,41,0.8969225962012919,20,214
325,438,4,328.0,4/2,1,1,72,48,0.9019696301195514,15,43
326,257,3,208.0,4/2,1,1,72,50,0.8456495233471005,14,15
327,250,4,150.0,3/2,1,1,72,43,0.832857128301081,18,22
328,466,4,288.0,4/2,1,1,77,48,0.8631396829741518,18,40
329,203,5,128.0,4/2,1,1,77,46,0.8862229858593031,19,24
330,372,4,240.0,4/2,1,1,74,46,0.9042253409149574,17,38
331,308,6,144.0,4/2,1,1,77,46,0.8376515546547361,19,34
332,531,4,336.0,4/2,1,1,79,53,0.8736911717226816,16,47
333,553,4,344.0,4/2,1,1,79,53,0.888347612595763,16,61
334,210,5,128.0,4/2,1,1,79,48,0.8414182286591276,19,17
335,402,3,304.0,4/2,1,1,74,55,0.8664075402608196,12,25
336,373,5,204.0,3/2,1,1,72,43,0.9286631874675252,18,65
337,356,3,280.0,4/2,1,1,77,53,0.8881091773847694,15,29
338,407,4,240.0,3/2,1,1,77,46,0.8995079970241633,19,60
339,292,3,240.0,4/2,1,1,74,48,0.9111044839860529,16,19
340,183,4,112.0,4/2,1,1,79,50,0.8675933011841704,18,10
341,469,4,280.0,4/2,1,1,77,46,0.9347735512277165,19,50
342,391,4,240.0,4/2,1,1,72,47,0.8947265448344616,16,32
343,259,5,136.0,4/2,1,1,77,48,0.9271360938784668,18,21
344,443,4,312.0,4/2,1,1,76,43,0.9154804356201652,20,36
345,321,6,150.0,3/2,1,1,76,43,0.8608480003500538,20,77
346,449,4,304.0,4/2,1,1,77,53,0.9418818859148017,15,37
347,275,5,138.0,3/2,1,1,79,46,0.8485115480863742,20,13
348,353,3,272.0,4/2,1,1,79,55,0.9342880936974435,15,24
349,484,4,312.0,4/2,1,1,79,55,0.9176110087621392,15,55
350,276,3,208.0,4/2,1,1,72,48,0.95753227379637,15,13
351,397,4,360.0,4/2,1,1,74,53,0.8540609123281414,13,42
352,572,5,354.0,3/2,1,1,79,46,0.912386281845588,20,81
353,1514,4,1000.0,4/2,1,1,77,48,0.858127497447975,18,199
354,940,4,652.0,4/2,1,1,74,46,0.9353735139066095,17,121
355,111,4,66.0,3/2,1,1,72,46,0.8681747546624143,16,4
356,403,4,272.0,4/2,1,1,74,46,0.88466386313441,17,27
357,1146,6,592.0,4/2,1,1,77,46,0.9498618976003961,19,170
358,443,4,304.0,4/2,1,1,77,46,0.9505827064859075,19,42
359,501,4,344.0,4/2,1,1,72,46,0.9172752391458089,16,44
360,675,6,328.0,4/2,1,1,79,46,0.9309547894893944,20,87
361,939,5,528.0,4/2,1,1,79,48,0.9460428297324253,19,91
362,678,4,400.0,4/2,1,1,79,53,0.942584439233262,16,43
363,632,5,336.0,4/2,1,1,79,48,0.9020507999947995,19,57
364,202,5,96.0,3/2,1,1,77,48,0.9111493627353265,18,26
365,1124,5,648.0,4/2,1,1,79,50,0.9000682366717059,18,127
366,699,4,488.0,4/2,1,1,77,50,0.8428194872634381,17,78
367,971,5,516.0,4/2,1,1,79,50,0.9009727794818858,18,75
368,233,5,144.0,4/2,1,1,76,50,0.8763404245739137,16,30
369,157,5,96.0,4/2,1,1,79,48,0.8438407257333463,19,19
370,207,5,128.0,4/2,1,1,79,48,0.8621229660260363,19,29
371,221,5,144.0,4/2,1,1,79,48,0.9166118800196907,19,29
372,207,5,120.0,4/2,1,1,79,48,0.8374670622166622,19,26
373,245,5,152.0,4/2,1,1,74,48,0.8062810847213784,16,35
374,248,5,152.0,4/2,1,1,79,48,0.8481695926877607,19,31
375,223,5,128.0,4/2,1,1,79,48,0.842075742438728,19,28
376,268,5,176.0,4/2,1,1,76,48,0.8475380519993608,17,32
377,998,6,520.0,4/2,1,1,79,48,0.9072541644203047,19,159
378,644,4,392.0,4/2,1,1,79,55,0.9403943664261756,15,58
379,959,6,456.0,4/2,1,1,79,46,0.9328935838613909,20,115
380,1126,4,728.0,4/2,1,1,79,48,0.8994321585533795,19,123
381,467,3,368.0,4/2,1,1,79,55,0.92915769698575,15,35
382,1094,4,684.0,4/2,1,1,79,48,0.8900890483906075,19,90
383,1266,6,696.0,4/2,1,1,79,45,0.9500467835119524,21,185
384,875,4,616.0,4/2,1,1,79,55,0.9089916429028576,15,113
385,994,6,512.0,4/2,1,1,79,46,0.9606834700958229,20,129
386,314,5,168.0,4/2,1,1,79,48,0.8784666451997696,19,34
387,212,5,128.0,4/2,1,1,79,48,0.8449138873700344,19,29
388,314,5,184.0,4/2,1,1,79,48,0.8489486500929835,19,40
389,301,5,192.0,4/2,1,1,79,48,0.8896207164417395,19,40
390,191,4,112.0,3/2,1,1,79,55,0.9093431390828562,15,29
391,348,5,200.0,4/2,1,1,79,48,0.8379151009348602,19,40
392,343,5,208.0,4/2,1,1,79,48,0.8837456057524531,19,41
393,214,5,128.0,4/2,1,1,79,48,0.8405404729013396,19,26
394,302,5,184.0,4/2,1,1,76,48,0.8330681522053919,17,29
395,1136,4,784.0,4/2,1,1,79,48,0.9594202484575333,19,116
396,200,3,176.0,4/2,1,1,72,48,0.9128900826454865,15,18
