number,liczby_nut,dokladnosci_tonacji,rozstawy_dzwiekow,pauzy
822,112,0.8132567323069927,11,0
823,90,0.7779042633602758,9,0
824,114,0.8861379826266188,10,0
825,116,0.9052794661864507,11,0
826,123,0.8582609621382747,13,0
827,115,0.8033369477038602,13,0
828,130,0.8142486403621042,12,0
829,111,0.8777723610776983,11,0
830,93,0.9487391538026176,13,0
831,121,0.8434499377135358,15,0
832,123,0.9280490446993535,16,0
833,119,0.9189125515344173,15,0
834,111,0.796610296656859,9,1
835,104,0.7779357300695331,13,0
836,120,0.9606944746157642,12,1
837,86,0.710272603481163,12,0
838,59,0.7790145116344963,11,0
839,118,0.8337481832314705,13,1
840,96,0.9148651913458512,13,0
841,123,0.7842351707469591,15,0
842,116,0.7905411176946526,13,1
843,124,0.8859043904684978,14,0
844,180,0.9529916614928093,12,0
845,124,0.7924194929920509,11,0
846,74,0.6838541778755471,11,0
847,115,0.817996971518198,13,0
848,127,0.7292638574029139,13,7
849,113,0.8475054055428788,8,0
850,125,0.9437159006027023,15,0
851,123,0.8632725563684522,11,0
852,119,0.8809413627217055,14,2
853,104,0.8976451060563225,13,1
854,129,0.8638558853136442,13,0
855,130,0.7491352025205837,11,0
856,133,0.8981343784024841,18,2
857,108,0.9238065421484176,11,0
858,115,0.9300984150232993,11,0
859,110,0.8388462615972057,8,0
860,92,0.9350652165689717,13,0
861,111,0.9276968981100054,11,0
862,93,0.7599077117711182,12,1
863,117,0.9164579366225066,11,0
864,139,0.8664691193496973,9,0
865,121,0.8306928190286356,16,1
866,52,0.7335337420753142,9,0
867,99,0.7147208120734099,11,3
868,103,0.8025757679942968,12,12
869,91,0.7968677545721432,10,0
870,119,0.8552990282008396,11,0
871,95,0.8527847582717739,13,0
872,127,0.8436740878697302,14,0
873,125,0.9534817571614794,12,0
874,83,0.9414663393577444,11,0
875,116,0.8704979464537063,10,0
876,127,0.728390886054638,12,0
877,153,0.7904138196748962,11,0
878,72,0.7898376609911415,11,0
879,150,0.8103264427119571,10,0
880,122,0.9046851805382667,9,0
881,106,0.8776313881805552,11,2
882,74,0.9063110210888405,12,1
883,92,0.8647105603116805,9,0
884,115,0.9239137935271117,12,0
885,124,0.9303460419352516,13,0
886,118,0.9079207836294223,12,0
887,117,0.906427658028989,14,1
888,89,0.8308829628318447,11,0
889,121,0.8347994837221936,13,0
890,106,0.8093346619263146,11,0
891,122,0.8659229968134152,11,0
892,109,0.9260865680315189,15,0
893,107,0.8754816889234601,15,0
894,123,0.9243142914834122,13,1
895,133,0.8987159375541737,17,1
896,129,0.9523838956873113,15,0
897,121,0.937476824178504,13,0
898,122,0.8597127949578257,13,0
899,122,0.8728079427556171,17,0
900,84,0.8929866640241813,14,0
901,92,0.8406857712555407,14,0
902,93,0.9180600033899435,11,0
903,133,0.7128688201730614,13,0
904,126,0.8727583247794156,13,0
905,92,0.8673502662537478,14,1
906,206,0.8812582201143014,12,0
907,126,0.9106949372345342,10,0
908,135,0.957625375431755,13,0
909,106,0.8106858596767441,11,0
910,109,0.872535718986957,14,0
911,121,0.8389140263953916,12,0
912,129,0.9078697646839721,15,0
913,128,0.8108969901819286,11,0
914,52,0.8118205762271005,10,0
915,132,0.9032467084985386,16,0
916,92,0.8512447927714822,10,0
917,100,0.884810825632189,13,0
918,128,0.9082936965947374,9,0
919,114,0.8839403502670448,13,0
920,55,0.8389204714960953,13,0
921,124,0.8742839742303083,16,0
922,118,0.9133629553364593,11,0
923,124,0.8773054506615049,16,0
924,118,0.8889646262057497,9,2
925,123,0.8976347226122583,12,0
926,85,0.9233967289291277,11,0
927,111,0.8807675218839557,12,0
928,230,0.8906932227607471,17,1
929,138,0.864940733966182,15,0
930,126,0.9167812947911085,12,0
931,106,0.8643842470035866,16,1
932,121,0.8545437791473826,12,0
933,95,0.8043162009361366,9,0
934,119,0.8825145070183014,14,0
935,118,0.9395475232323629,11,0
936,82,0.8568316296144941,8,0
937,122,0.9118827379842429,11,0
938,118,0.9599350924132841,11,0
939,139,0.922400306533387,13,0
940,90,0.7520647557217407,12,0
941,115,0.7672731139265409,13,0
942,117,0.8637415718769283,15,0
943,98,0.965033629465138,12,0
944,151,0.9291958275672128,11,0
945,107,0.9417785759398192,13,0
946,117,0.8424397262596782,10,0
947,118,0.854726713259409,13,0
948,132,0.7058741244526616,10,0
949,92,0.7272541569589396,10,0
950,99,0.8259425568370591,12,3
951,120,0.9336728887010802,16,0
952,94,0.7173293426487257,12,0
953,120,0.7896010075079485,12,0
954,87,0.7031485555236686,10,0
955,117,0.8424397262596782,10,0
956,111,0.9053518693071229,12,1
957,102,0.8634177582538358,12,1
958,115,0.9417828428355413,16,0
959,121,0.8922191274956766,11,0
960,89,0.8168955970030927,10,0
961,116,0.9541416690705343,9,0
962,93,0.7287279030213157,12,0
963,136,0.8771729096265507,13,0
964,124,0.8805637673877249,12,0
965,132,0.8908505221238002,15,0
966,118,0.8847472333211202,12,0
967,104,0.8021696411753619,14,6
968,95,0.9523231096497383,11,0
969,131,0.899983180257049,12,0
970,89,0.9530984144466621,10,0
971,122,0.7527772947789738,10,0
972,116,0.8331866672745406,15,0
973,64,0.8871272425779758,8,0
974,119,0.9373653992460441,15,0
975,116,0.8717116098321722,10,0
976,94,0.7719633238113794,10,0
977,132,0.8513301682257889,11,0
978,110,0.7731361478605664,13,2
979,66,0.9033325079726198,11,0
980,236,0.8953168389225002,16,10
981,109,0.8944008381820325,9,0
982,110,0.8778132789920243,9,0
983,115,0.9718108397844455,14,0
984,96,0.7809360414155824,8,0
985,135,0.80944591572482,11,0
986,121,0.935385335116678,13,0
987,89,0.9369858300416718,13,13
988,117,0.9201957243717246,12,0
989,94,0.8516220560391882,12,0
990,117,0.7717939100584423,12,2
991,114,0.8909954749779933,13,2
992,66,0.8688802484649248,13,0
993,95,0.952037826277316,11,0
994,140,0.931579580522258,11,0
995,123,0.8547284512929119,11,0
996,120,0.8232118009445928,12,0
997,116,0.9084248932402718,10,0
998,88,0.9658527226240121,11,0
999,62,0.6798485422596494,13,0
1000,71,0.8735167397191129,8,0
1001,107,0.8384237975708522,13,12
1002,92,0.9661690368325855,11,0
1003,109,0.8725961316768716,15,0
1004,128,0.9208820289789229,9,0
1005,126,0.8179494418495789,8,0
1006,93,0.7965082503407713,13,0
1007,131,0.9172022427658554,14,0
1008,165,0.9372260826893718,12,0
1009,115,0.9585140378112196,13,0
1010,130,0.9385612174267355,19,0
1011,59,0.8099088702453511,9,0
1012,129,0.8480101639802827,17,0
1013,101,0.87768229258863,16,0
1014,111,0.8432498768371718,13,0
1015,123,0.8722184332021096,11,0
1016,125,0.8954424470985273,13,0
1017,104,0.7726219097205026,15,1
1018,96,0.8751922950656521,17,1
1019,119,0.8015365007505012,13,11
1020,112,0.865086386097092,20,0
1021,132,0.8754387488847781,13,3
1022,132,0.8445801364518134,17,10
1023,105,0.8505243836057053,13,7
1024,147,0.8886374253433326,17,4
1025,122,0.7782291516347187,13,0
1026,124,0.8190505006071676,12,1
1027,124,0.756007300492759,14,0
1028,115,0.7886693959278327,13,0
1029,112,0.8583313260317696,9,0
1030,65,0.888694179621753,11,0
1031,122,0.8949061323187726,11,0
1032,132,0.8407826342289003,11,0
1033,129,0.9335019629260263,17,0
1034,130,0.9095800154967818,15,0
1035,95,0.8734468798270856,11,0
1036,121,0.8924137294489294,15,0
1037,102,0.8003471153384402,9,0
1038,133,0.7360730852453483,11,2
1039,114,0.8876607111965334,10,0
1040,120,0.9198800155633551,16,0
1041,78,0.9047927527494491,9,5
1042,123,0.8856000956217526,13,0
1043,110,0.9335551049480374,15,3
1044,118,0.9871316012058774,15,0
1045,102,0.8938804052983764,13,0
1046,105,0.8796730030715246,12,1
1047,93,0.8577920316488502,13,0
1048,48,0.832534429104115,13,5
1049,153,0.9093152483775038,13,0
1050,124,0.8670884460235739,13,0
1051,125,0.8313230429393305,11,0
1052,107,0.782973078873568,13,0
1053,121,0.8523813345024428,13,1
1054,67,0.7782005553856274,8,0
1055,109,0.885951220349593,8,0
1056,115,0.7857838952792386,13,1
1057,78,0.9105829719448678,12,0
1058,122,0.8699715061957147,11,0
